negative	@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing
negative	@united landed at 9:40pm and have been standing waiting for bags that were loaded plane side..why isn't the crew here#tiredcustomer
negative	@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane
negative	"@united ^GJ funny
positive	@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons
neutral	"@united yes
positive	@USAirways thanks
positive	"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries"
neutral	@VirginAmerica no A's channel this year?
positive	@JetBlue glad you like it. Feel free to steal it.
negative	@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?
positive	Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!
negative	"@USAirways I promise
positive	@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
neutral	@VirginAmerica @ladygaga @carrieunderwood - Carrie!
negative	@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.
negative	@AmericanAir lost @LeslieWolfson luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr
negative	"@AmericanAir Cancelled Flights my flight
negative	@SouthwestAir How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.
negative	"@USAirways US 728 Uh oh
negative	@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur
neutral	"@USAirways US 728 Wait
negative	@united still sitting here waiting for a plane....4 hours wasted
negative	@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out
neutral	@AmericanAir our flight attendant announced that we have transportation waiting for us for that flight so I think we'll make it.
negative	@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.
negative	@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
negative	@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!
negative	"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection
negative	@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail
negative	@united I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether
negative	@AmericanAir how about you give us a number to call instead of the empty email since you are not working on it
negative	@USAirways you guys lost my luggage
negative	"@united all good
negative	@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.
negative	@USAirways #SOS WHERE IS MY BAG ?
negative	"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
neutral	@SouthwestAir sent
negative	"@USAirways
negative	@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!
negative	@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning.
positive	Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!
negative	@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.
negative	@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.
negative	@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :)
negative	"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins
neutral	"@AmericanAir oh
negative	@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
negative	@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...
negative	"@AmericanAir thanks
negative	"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point
neutral	"@USAirways a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag
negative	"@united so
positive	@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
neutral	@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
neutral	@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?
negative	"@USAirways was transf
positive	@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-)
negative	"@united appreciate it
negative	@united your seats are god awful.
negative	@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?
negative	@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease
negative	@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?
negative	@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?
neutral	@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
neutral	"@USAirways I'm not a frequent flyer with US airways
positive	"@SouthwestAir   Happily
negative	@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had
negative	"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435
negative	"@USAirways I asked if that was SOP
negative	"@SouthwestAir - I get that weather delays are not in your hands
negative	@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?
negative	"@USAirways @ClaudOakeshott don't need this link
negative	@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers
neutral	"@united + UA has been rolling out improvements too
neutral	@JetBlue I sent you an email
negative	STOP @JetBlue
negative	@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?
positive	@united thank you. I will address it with them
negative	@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck
negative	@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi
negative	@united a good start would be  to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.
positive	@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.
negative	@SouthwestAir Does anyone ever answer your phone? #poor
negative	"@SouthwestAir @saianel You could have just said ""We don't know"""
negative	@USAirways now U horrible people say you have no where for her to sleep?
negative	"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice
negative	@united how else would I know it was denied?
negative	"@SouthwestAir FS4VE7 when I corrected the attendants error she gave me attitude made a rude show of taking back nuts&amp; said ""well i was Late Flight"""
neutral	@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?
neutral	@SouthwestAir Finally got me home #BNASnow
neutral	@SouthwestAir Can someone rebook me? Please direct message me.
negative	@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
neutral	"@AmericanAir 
negative	"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day
neutral	“@JetBlue: Our fleet's on fleek. http://t.co/MB0hVfqB1t”-see what ihop started 😑
neutral	@united I am on 1528 and my connecting flight is 909
negative	@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice
negative	@united I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over
neutral	“@JetBlue: Our fleet's on fleek. http://t.co/4LlWi5oxvO” lmfaooooo hook me up with a flight!
negative	@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.
negative	@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.
positive	@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice
positive	@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
positive	@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!
negative	"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate
neutral	@united @retailbagholder hahaha. At least they gave u a refund.
negative	"@USAirways I've been on hold with your Divident Miles service desk for 45 minutes
negative	@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
negative	@AmericanAir I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers
negative	@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate
negative	"@AmericanAir even when I did get through
negative	@USAirways Why is there no contact email for customer complaints?
positive	"@united @staralliance was there few weeks ago AWESOME
negative	@AmericanAir wow @AmericanAir still screw n stuff up
positive	@USAirways Thanks for the information!
neutral	"@AmericanAir flight 1388 tomorrow 5:15 am
negative	@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.
negative	"@usairways I am sure you are sincere in your apology
negative	@USAirways your staff at LAX really messed up on this one. Failing to scan my suitcase tag.
negative	@AmericanAir it that you say is going to help us? Give me a number to call that isn't a recording w a 2 hour wait time!
negative	@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
neutral	"@USAirways you need to check information regarding hotels
neutral	@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??
negative	@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(
negative	@AmericanAir thanks for the canned reply.
negative	@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
positive	@VirginAmerica thank you
neutral	@JetBlue lmfao.
positive	@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!
neutral	@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB
positive	@united Thanks for the upgrade- please try to get my company to approve more business class travel.
negative	@SouthwestAir needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew @USAirways 2 CABO http://t.co/QxWW1p09a0
positive	@united appreciate the sentiment and you were able to get me off the ground;still missed connection
negative	@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm
positive	@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.
neutral	@VirginAmerica what is your policy on flying after surgery?

negative	"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws
negative	"@AmericanAir Need to change flight
negative	"@jetblue having trouble signing in to TrueBlue today
negative	@USAirways was on hold for about 45 minutes after speaking 2 lady at the airport counter. Gave up
negative	@USAirways I know some folks have to use your airlines but doesn't customer service ever matter? I really hate to complain but it's brutal!
neutral	"@SouthwestAir that was supposed to say ""boo"" not book. booo."
negative	"@USAirways It says to call. Before connecting
negative	"@USAirways Every time I try
negative	@USAirways Fuck you
negative	@JetBlue I'm a trying ! But I'm tired and getting grumpy !
negative	@AmericanAir the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!
negative	"@JetBlue your customer services agent Jorge at Orlando International is rude and disrespectful
neutral	"@AmericanAir is that the ""record locator""?"
neutral	@AmericanAir where do I look for cabin crew vacancies?
negative	@USAirways -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call.
negative	"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said
neutral	@SouthwestAir when can I start Flight Booking Problems for next years super bowl time? 😩#help
negative	@AmericanAir Bad weather is understandable but your own pilot said that over 160 people called out and that ZERO bags are on the plane.
negative	@JetBlue over 2 hour delay going from NYC to Denver! Come on man!
neutral	“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂
negative	@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.
negative	"@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right
neutral	"@AmericanAir @USAirways Yes
negative	"@USAirways I already HAVE
negative	"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury
negative	Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.
neutral	@AmericanAir Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?
positive	"@VirginAmerica @freddieawards Done and done! Best airline around
negative	"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta"
positive	@united thank you.. Appreciate the response
negative	"@AmericanAir To think that I'm a ""Priority Member""! Wonder how you treat the plebes. I know which rewards card I'm Cancelled Flightling immediately."
neutral	@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E
negative	"Yes
negative	@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...
negative	@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition
negative	@united She 👏 won't 👏 be 👏 at 👏 my 👏 wedding 👏. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?
positive	@united I will thank you!
negative	@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5
positive	"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you
positive	@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason
negative	"@AmericanAir you have my money
negative	"@VirginAmerica Hey
positive	@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉)
neutral	"@SouthwestAir still haven't been able to get through
neutral	"@united After speaking to a United customer service rep the night before a flight
negative	@SouthwestAir - 800 is not int'l friendly
neutral	@JetBlue hi friend! Question for you when you have a moment.
neutral	@AmericanAir its Adolfo Garcia
negative	@united flight 3763 IAd-Sat. We're on the outdoor track for an hour
negative	@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
neutral	@AmericanAir it was 639
negative	"@SouthwestAir worst customer service
negative	@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
negative	"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip"
positive	@AmericanAir I wish I could remember all of their names!
negative	@JetBlue where is it coming from? I thought Tampa?
negative	@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent
neutral	"@USAirways I forgot my password and I don't know if my username is correct
negative	@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service
positive	@VirginAmerica Congrats VX on the new route! ✈️🎉
negative	@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury
positive	@united I have 8 flights with you in the next two weeks :) let's make some good memories!
negative	@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?
negative	"@united Great!  I'm guessing you were Late Flight to open
negative	"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again
negative	@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!
neutral	@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.
negative	@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?
negative	"@AmericanAir Also
positive	@AmericanAir thanks so much!
negative	@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.
negative	"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases
negative	@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take
positive	@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!
negative	@united my fingers are crossed that they are more capable of getting baggage from point A-&gt;B than United Airlines!
negative	@SouthwestAir just sent it
negative	@USAirways still waiting #brokenpromises #notnice #neveragain #tellyourstory
neutral	@SouthwestAir Maybe it is just a machine...
negative	@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.
negative	"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
negative	". @united 5 hours
positive	"@JetBlue For the record
neutral	@USAirways no problem...just funny have a nice day
positive	@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY
negative	@SouthwestAir Is your BWI-SJD service seasonal? Wasn't part of extension. Called intl desk. They didn't know. Want to fly in Sept on Sat.
negative	"@united b) I contacted you directly
positive	@SouthwestAir loved it!
negative	@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers
neutral	@SouthwestAir good to know. Perhaps it was execution then.
neutral	@SouthwestAir Can you help me out with tickets to the Vegas event? I would be so stoked!
positive	@USAirways Thanks!
neutral	@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!
negative	@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.
positive	@SouthwestAir That's an awesome library.
negative	@USAirways Emailed them a week ago and still nothing...
negative	"@united if you don't like delayed bags
negative	"@SouthwestAir standing in Las Vegas and our flight says on time
negative	"@united I've sent the message
negative	"@SouthwestAir WTF
negative	@AmericanAir don't worry you won't steal my money again
neutral	@AmericanAir it's flight 5348
neutral	@JetBlue well mine sure aren't anything to write home about!
negative	@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working
neutral	@AmericanAir what's the status of flights for Tuesday out of Dallas??
negative	@USAirways you airline is doing rather poor right now. In SLC waiting to take off. Was suppose to take off now 2 hours and 3 minutes ago!
positive	@SouthwestAir good to be back. See you all again in several weeks.
negative	@united you're just using automated  responses and don't have the decency to actually care/respond
neutral	@JetBlue are you my friend?!
neutral	@SouthwestAir especially if it's your mom! #IChangedYourDiaper
negative	"@AmericanAir There was no one from #AA at the #woase2015 event @HelsinkiAirport
negative	@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
neutral	@SouthwestAir needs to offer a college student discount so i can fly home 😭😭
negative	@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!
negative	"@united thanks for the offer
negative	@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
positive	@SouthwestAir just got mine..now where to go??
neutral	@JetBlue Ricoh Smith at BOS provided oust and service
negative	"@SouthwestAir Flight Cancelled Flightled
neutral	@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.
negative	"@united help me
neutral	"@JetBlue Spent most of the winter in NNY with Mom
positive	@JetBlue awe you guys are great can't wait to travel with you again soon!!!
positive	@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome
negative	@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?
neutral	“@JetBlue: Our fleet's on fleek. http://t.co/mFSsh2UHUe” LMFAO!!!!!!!!!!
positive	@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now
negative	@USAirways @PHLAirport flight 837 landed at 10:30 pm and we are still on the plane. Help!!!!!!
negative	@USAirways trying to use chairman upgrade cert for flt 740 on 2/26/14 but being told not an option with 10 open seats? How? Thanks
neutral	@AmericanAir does it show that we are on the same plane?
negative	"@USAirways paid to upgrade to first class
negative	@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...
negative	@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure
negative	"@AmericanAir sitting on plane in Columbus
negative	@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
positive	@VirginAmerica plus you've added commercials to the experience... tacky.
negative	"@VirginAmerica got a flight (we were told) for 4:50 today..
negative	"@SouthwestAir - our baggage motto: we don't cover that. Small tear
negative	@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
negative	"@united yes
negative	@JetBlue you want me to talk to the wall?

negative	"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight
negative	@united I sent you a dm with my file reference number.. I just want to know if someone has located my bag even if it's not here yet.
neutral	@SouthwestAir booked our flights this morning. Can't wait to move about the country.
negative	@JetBlue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility http://t.co/ML1JaCpmch
negative	@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce
negative	@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?
positive	@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!
positive	@JetBlue would you say a delay is more likely? Thanks so much.
negative	@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option
negative	@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.
negative	@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.
positive	"@jetblue #philly lost and read program - Our customers get hot tea
neutral	@USAirways @CakeNDeath Question is will he and his lady behave...
positive	@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline
positive	@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH
negative	@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel
negative	"@SouthwestAir flight 1613 Cancelled Flightled??? My wife is stuck in Phoenix on the way from slc to san
negative	@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.
negative	"@Usairways thanks for making miss connection
neutral	@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
negative	@SouthwestAir not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.
neutral	"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”
negative	@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR
negative	@SouthwestAir  when you take my money and do not provide a service makes for a profitable venture for your company. #IsItTheGaryKellyWay?
positive	@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
neutral	"@AmericanAir yep
neutral	@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?
neutral	@USAirways do you have an email??
positive	@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.
negative	@USAirways I called the number and they said no one is available to take my call...guys this is insane
negative	@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.
negative	"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told
negative	"@USAirways As a member of the news media
neutral	@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher
negative	@united hahahahaha ya tried that already
negative	@united I interviewed yesterday as a flight attendant I was the last person the recruiter said they lost my file n came back to interview me
negative	@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.
neutral	@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation
negative	@united no my concerns were not addressed
negative	@SouthwestAir what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?
negative	"@united so you told me to go
negative	@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes
neutral	@USAirways thank you.
negative	@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
negative	"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles
neutral	@united does forelock guarantee the fare only or fare &amp; seats?
negative	@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!
positive	@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks
positive	"@USAirways Waiting on my flight right now
neutral	"@SouthwestAir first time flyer
positive	@united perfect! Thank you!
positive	"@USAirways yes
positive	@united will do. Thanks for the help. Cheers
positive	@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward
negative	@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.
positive	"@JetBlue flight attendant Wendi on Flt 127 on 2/17
negative	@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice
positive	"@JetBlue Awesome
negative	@USAirways thanks for the seat that doesn't recline. I'm shocked I'm not being asked to serve everyone drinks on the plane.  #DoBetter
negative	"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight
negative	@united how come I have no baggage updates.
neutral	@united yes when I landed.
negative	@AmericanAir how comes no one has answered my calls or emails?
negative	@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(
negative	@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!
negative	"@JetBlue I've had no shampoo
negative	@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons
neutral	@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
negative	"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
neutral	@AmericanAir Is my friends flight 386 from JAX to DFW Cancelled Flighted?
negative	@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.
negative	@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.
negative	@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.
negative	@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
negative	@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf
negative	@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.
neutral	"@JetBlue ....you haven't got me just yet
neutral	Okay. RT @JetBlue: Our fleet's on fleek. http://t.co/6H5uEZH4cv
negative	"@JetBlue I've spent three hours talking to all different people
positive	@united Thank you for the Delta transfer. Will my bags go too?
negative	@USAirways We take Late Flight to a whole new level!
negative	"@USAirways that link is broken. But if it's the online baggage locator
negative	@AmericanAir they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help
negative	@united  they were empty upon takeoff. Why can't someone sit there?
negative	@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta
negative	"@united: ""Left gate 5 minutes early."" 
negative	@USAirways i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues
neutral	@SouthwestAir thank you. Please follow and I will send.
negative	"@united no- we are boarding- but why can't your agents
neutral	"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause"
negative	@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???
negative	@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.
neutral	@AmericanAir when will you be issuing a weather advisory for RDU?? the entire state of NC has shut down from the overnight winter storm.
positive	@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
negative	@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!
positive	@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior
negative	"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly
negative	"@JetBlue the lack of TV made it rough
negative	@united quality work going on here. http://t.co/9xbO5daKaK
positive	@JetBlue thanks!! Great service in #T5 already! #lovejetBlue
negative	@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
negative	"@AmericanAir Yes
negative	"@USAirways Already planning my local boycott for Washington
